,age,country,highest_level_of_education_completed,gender,race,totalCompensation,min_years_of_relevant_experience,Latitude,Longitude
3690,45-54,USA,Master's degree,Woman,White,86000.0,8,40.0792,-98.8164
3691,25-34,USA,College Degree,Woman,Asian or Asian American,103200.0,5,40.0792,-98.8164
3692,35-44,USA,Master's degree,Non-binary,White,57000.0,8,40.0792,-98.8164
3693,25-34,USA,PhD,Woman,White,137000.0,1,40.0792,-98.8164
3694,45-54,USA,"Professional degree (MD, JD, etc.)",Man,White,237000.0,11,40.0792,-98.8164
3695,45-54,USA,Master's degree,Woman,White,113500.0,21,40.0792,-98.8164
3696,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,127000.0,8,40.0792,-98.8164
3697,35-44,USA,Master's degree,Woman,White,39844.0,5,40.0792,-98.8164
3698,35-44,USA,College Degree,Woman,White,95200.0,8,40.0792,-98.8164
3699,35-44,USA,Master's degree,Woman,White,93500.0,11,40.0792,-98.8164
3700,25-34,USA,College Degree,Woman,White,43000.0,5,40.0792,-98.8164
3701,35-44,USA,Master's degree,Woman,White,69348.0,2,40.0792,-98.8164
3702,25-34,USA,College Degree,Woman,White,45000.0,2,40.0792,-98.8164
3703,25-34,USA,Master's degree,Woman,White,80000.0,5,40.0792,-98.8164
3704,35-44,USA,College Degree,Woman,White,50100.0,11,40.0792,-98.8164
3705,35-44,USA,Master's degree,Woman,White,143750.0,11,40.0792,-98.8164
3706,35-44,USA,College Degree,Woman,White,79000.0,8,40.0792,-98.8164
3707,45-54,USA,College Degree,Woman,White,80000.0,11,40.0792,-98.8164
3708,25-34,USA,College Degree,Woman,White,38500.0,2,40.0792,-98.8164
3709,25-34,USA,"Professional degree (MD, JD, etc.)",Woman,White,80000.0,1,40.0792,-98.8164
3710,35-44,USA,Master's degree,Prefer not to answer,White,62400.0,11,40.0792,-98.8164
3711,35-44,USA,Master's degree,Woman,White,67000.0,8,40.0792,-98.8164
3712,25-34,USA,Master's degree,Woman,White,110000.0,2,40.0792,-98.8164
3713,35-44,USA,Master's degree,Woman,White,126000.0,11,40.0792,-98.8164
3714,18-24,USA,College Degree,Woman,White,46700.0,2,40.0792,-98.8164
3715,25-34,USA,Master's degree,Prefer not to answer,White,78999.0,8,40.0792,-98.8164
3716,25-34,USA,College Degree,Woman,White,62000.0,8,40.0792,-98.8164
3717,25-34,USA,College Degree,Woman,White,71000.0,2,40.0792,-98.8164
3718,35-44,USA,Master's degree,Woman,White,66681.0,11,40.0792,-98.8164
3719,25-34,USA,College Degree,Woman,White,47000.0,2,40.0792,-98.8164
3720,25-34,USA,College Degree,Woman,White,42000.0,2,40.0792,-98.8164
3721,35-44,USA,College Degree,Woman,White,88000.0,5,40.0792,-98.8164
3722,25-34,USA,College Degree,Woman,White,64500.0,5,40.0792,-98.8164
3723,35-44,USA,Master's degree,Woman,White,70000.0,2,40.0792,-98.8164
3724,25-34,USA,Master's degree,Woman,White,76500.0,5,40.0792,-98.8164
3725,25-34,USA,College Degree,Man,White,165000.0,5,40.0792,-98.8164
3726,25-34,USA,College Degree,Woman,White,69004.0,2,40.0792,-98.8164
3727,35-44,USA,PhD,Woman,White,80000.0,8,40.0792,-98.8164
3728,55-64,USA,College Degree,Woman,White,45000.0,11,40.0792,-98.8164
3729,25-34,USA,Master's degree,Woman,Black or African American,119000.0,2,40.0792,-98.8164
3730,25-34,USA,Master's degree,Woman,White,131000.0,5,40.0792,-98.8164
3731,35-44,USA,Master's degree,Non-binary,White,70000.0,11,40.0792,-98.8164
3732,18-24,USA,College Degree,Woman,White,42000.0,2,40.0792,-98.8164
3733,25-34,USA,College Degree,Woman,White,43000.0,5,40.0792,-98.8164
3734,35-44,USA,College Degree,Woman,White,43500.0,8,40.0792,-98.8164
3735,35-44,USA,College Degree,Woman,White,131600.0,5,40.0792,-98.8164
3736,45-54,USA,College Degree,Woman,White,81120.0,21,40.0792,-98.8164
3737,45-54,USA,"Professional degree (MD, JD, etc.)",Woman,Black or African American,147000.0,11,40.0792,-98.8164
3738,25-34,USA,College Degree,Woman,White,38480.0,5,40.0792,-98.8164
3739,55-64,USA,Master's degree,Woman,White,110000.0,11,40.0792,-98.8164
3740,25-34,USA,College Degree,Woman,White,127900.0,8,40.0792,-98.8164
3741,25-34,USA,College Degree,Woman,Asian or Asian American,88000.0,5,40.0792,-98.8164
3742,35-44,USA,College Degree,Woman,Asian or Asian American,110000.0,11,40.0792,-98.8164
3743,35-44,USA,Master's degree,Woman,White,141000.0,8,40.0792,-98.8164
3744,35-44,USA,College Degree,Woman,White,88032.0,11,40.0792,-98.8164
3745,25-34,USA,PhD,Woman,White,70000.0,2,40.0792,-98.8164
3746,25-34,USA,College Degree,Woman,White,102000.0,5,40.0792,-98.8164
3747,35-44,USA,Master's degree,Woman,White,49500.0,11,40.0792,-98.8164
3748,35-44,USA,College Degree,Woman,White,73000.0,2,40.0792,-98.8164
3749,25-34,USA,"Professional degree (MD, JD, etc.)",Woman,White,78000.0,5,40.0792,-98.8164
3750,55-64,USA,College Degree,Woman,White,41700.0,31,40.0792,-98.8164
3751,25-34,USA,Master's degree,Non-binary,White,101895.0,5,40.0792,-98.8164
3752,45-54,USA,College Degree,Woman,White,180000.0,11,40.0792,-98.8164
3753,25-34,USA,College Degree,Woman,White,47500.0,2,40.0792,-98.8164
3754,25-34,USA,Master's degree,Woman,White,50000.0,8,40.0792,-98.8164
3755,35-44,USA,College Degree,Woman,White,91500.0,8,40.0792,-98.8164
3756,35-44,USA,College Degree,Woman,White,116000.0,11,40.0792,-98.8164
3757,55-64,USA,College Degree,Woman,White,75000.0,11,40.0792,-98.8164
3758,45-54,USA,"Professional degree (MD, JD, etc.)",Woman,White,400000.0,21,40.0792,-98.8164
3759,25-34,USA,College Degree,Woman,White,75000.0,5,40.0792,-98.8164
3760,25-34,USA,College Degree,Woman,White,35000.0,5,40.0792,-98.8164
3761,35-44,USA,Master's degree,Woman,White,115000.0,11,40.0792,-98.8164
3762,35-44,USA,College Degree,Woman,White,84200.0,11,40.0792,-98.8164
3763,35-44,USA,Master's degree,Man,White,85000.0,11,40.0792,-98.8164
3764,25-34,USA,College Degree,Woman,White,57000.0,2,40.0792,-98.8164
3765,25-34,USA,College Degree,Woman,Black or African American,35360.0,5,40.0792,-98.8164
3766,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,69500.0,8,40.0792,-98.8164
3767,35-44,USA,College Degree,Woman,White,119000.0,8,40.0792,-98.8164
3768,18-24,USA,College Degree,Woman,White,62000.0,1,40.0792,-98.8164
3769,35-44,USA,Master's degree,Woman,White,105000.0,8,40.0792,-98.8164
3770,45-54,USA,Master's degree,Woman,White,75000.0,11,40.0792,-98.8164
3771,35-44,USA,Master's degree,Woman,White,127600.0,11,40.0792,-98.8164
3772,35-44,USA,Master's degree,Woman,"Hispanic, Latino, or Spanish origin",85626.0,11,40.0792,-98.8164
3773,35-44,USA,College Degree,Man,White,45000.0,5,40.0792,-98.8164
3774,25-34,USA,Master's degree,Woman,White,63000.0,8,40.0792,-98.8164
3775,25-34,USA,Master's degree,Woman,White,48195.0,5,40.0792,-98.8164
3776,25-34,USA,College Degree,Woman,Another option not listed here or prefer not to answer,174800.0,5,40.0792,-98.8164
3777,35-44,USA,Master's degree,Woman,White,74000.0,2,40.0792,-98.8164
3778,35-44,USA,College Degree,Woman,White,68000.0,11,40.0792,-98.8164
3779,55-64,USA,College Degree,Woman,White,108000.0,41,40.0792,-98.8164
3780,35-44,USA,College Degree,Woman,White,70000.0,5,40.0792,-98.8164
3781,35-44,USA,Master's degree,Woman,White,81700.0,11,40.0792,-98.8164
3782,65 or over,USA,PhD,Woman,White,176000.0,31,40.0792,-98.8164
3783,45-54,USA,College Degree,Woman,White,121000.0,31,40.0792,-98.8164
3784,35-44,USA,Master's degree,Woman,White,122000.0,11,40.0792,-98.8164
3785,25-34,USA,Master's degree,Woman,White,160000.0,8,40.0792,-98.8164
3786,25-34,USA,College Degree,Woman,White,42000.0,2,40.0792,-98.8164
3787,25-34,USA,Master's degree,Woman,White,48000.0,2,40.0792,-98.8164
3788,35-44,USA,College Degree,Woman,White,54000.0,11,40.0792,-98.8164
3789,25-34,USA,Master's degree,Woman,White,41000.0,2,40.0792,-98.8164
3790,25-34,USA,Master's degree,Woman,White,147000.0,5,40.0792,-98.8164
3791,25-34,USA,Master's degree,Non-binary,White,85000.0,5,40.0792,-98.8164
3792,35-44,USA,College Degree,Woman,White,37000.0,8,40.0792,-98.8164
3793,25-34,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",47000.0,2,40.0792,-98.8164
3794,35-44,USA,Master's degree,Woman,White,69150.0,5,40.0792,-98.8164
3795,45-54,USA,College Degree,Woman,White,83900.0,11,40.0792,-98.8164
3796,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,66300.0,8,40.0792,-98.8164
3797,35-44,USA,Master's degree,Woman,White,67000.0,8,40.0792,-98.8164
3798,35-44,USA,PhD,Woman,White,74000.0,5,40.0792,-98.8164
3799,25-34,USA,Master's degree,Woman,White,79500.0,2,40.0792,-98.8164
3800,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,145000.0,5,40.0792,-98.8164
3801,25-34,USA,College Degree,Woman,White,100000.0,5,40.0792,-98.8164
3802,35-44,USA,College Degree,Man,White,78000.0,8,40.0792,-98.8164
3803,25-34,USA,College Degree,Man,White,80000.0,5,40.0792,-98.8164
3804,45-54,USA,Master's degree,Woman,White,71000.0,11,40.0792,-98.8164
3805,25-34,USA,PhD,Woman,White,150000.0,2,40.0792,-98.8164
3806,25-34,USA,College Degree,Woman,White,40000.0,2,40.0792,-98.8164
3807,25-34,USA,College Degree,Woman,White,80000.0,2,40.0792,-98.8164
3808,45-54,USA,Master's degree,Woman,White,105000.0,8,40.0792,-98.8164
3809,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,122000.0,8,40.0792,-98.8164
3810,45-54,USA,"Professional degree (MD, JD, etc.)",Woman,White,192000.0,11,40.0792,-98.8164
3811,35-44,USA,College Degree,Woman,White,152500.0,11,40.0792,-98.8164
3812,35-44,USA,Master's degree,Woman,White,93000.0,5,40.0792,-98.8164
3813,25-34,USA,Master's degree,Woman,Black or African American,90000.0,5,40.0792,-98.8164
3814,18-24,USA,College Degree,Woman,White,54000.0,2,40.0792,-98.8164
3815,25-34,USA,College Degree,Woman,White,93750.0,5,40.0792,-98.8164
3816,45-54,USA,College Degree,Woman,White,175900.0,5,40.0792,-98.8164
3817,25-34,USA,Master's degree,Man,Black or African American,79000.0,5,40.0792,-98.8164
3818,35-44,USA,College Degree,Woman,White,53000.0,11,40.0792,-98.8164
3819,25-34,USA,Master's degree,Woman,White,86000.0,8,40.0792,-98.8164
3820,55-64,USA,Master's degree,Woman,White,99000.0,11,40.0792,-98.8164
3821,25-34,USA,College Degree,Woman,White,31500.0,5,40.0792,-98.8164
3822,25-34,USA,College Degree,Woman,Asian or Asian American,140000.0,8,40.0792,-98.8164
3823,55-64,USA,Master's degree,Woman,White,52200.0,21,40.0792,-98.8164
3824,35-44,USA,Master's degree,Woman,White,128000.0,11,40.0792,-98.8164
3825,35-44,USA,PhD,Woman,White,111000.0,8,40.0792,-98.8164
3826,25-34,USA,College Degree,Woman,White,41500.0,2,40.0792,-98.8164
3827,35-44,USA,Master's degree,Woman,White,30000.0,2,40.0792,-98.8164
3828,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,237791.0421,8,40.0792,-98.8164
3829,25-34,USA,Master's degree,Woman,White,156500.0,2,40.0792,-98.8164
3830,35-44,USA,College Degree,Woman,White,90000.0,11,40.0792,-98.8164
3831,35-44,USA,Master's degree,Woman,White,52500.0,8,40.0792,-98.8164
3832,25-34,USA,College Degree,Woman,White,94000.0,2,40.0792,-98.8164
3833,25-34,USA,College Degree,Woman,Asian or Asian American,56000.0,2,40.0792,-98.8164
3834,25-34,USA,PhD,Woman,White,42000.0,1,40.0792,-98.8164
3835,35-44,USA,Master's degree,Woman,White,105000.0,8,40.0792,-98.8164
3836,25-34,USA,Master's degree,Woman,White,58000.0,2,40.0792,-98.8164
3837,35-44,USA,Master's degree,Woman,Black or African American,129500.0,11,40.0792,-98.8164
3838,25-34,USA,College Degree,Woman,White,96000.0,5,40.0792,-98.8164
3839,35-44,USA,Master's degree,Woman,White,64000.0,2,40.0792,-98.8164
3840,25-34,USA,College Degree,Woman,White,92000.0,5,40.0792,-98.8164
3841,25-34,USA,College Degree,Woman,White,49800.0,2,40.0792,-98.8164
3842,45-54,USA,"Professional degree (MD, JD, etc.)",Woman,White,48000.0,8,40.0792,-98.8164
3843,35-44,USA,Master's degree,Woman,White,90000.0,11,40.0792,-98.8164
3844,55-64,USA,College Degree,Woman,White,128000.0,21,40.0792,-98.8164
3845,55-64,USA,College Degree,Man,White,120000.0,31,40.0792,-98.8164
3846,35-44,USA,PhD,Woman,White,140000.0,5,40.0792,-98.8164
3847,35-44,USA,Master's degree,Woman,White,60000.0,8,40.0792,-98.8164
3848,35-44,USA,Master's degree,Woman,White,90000.0,5,40.0792,-98.8164
3849,18-24,USA,College Degree,Woman,White,49000.0,2,40.0792,-98.8164
3850,35-44,USA,College Degree,Woman,White,57520.0,11,40.0792,-98.8164
3851,25-34,USA,College Degree,Woman,White,72000.0,5,40.0792,-98.8164
3852,45-54,USA,Master's degree,Woman,White,72000.0,11,40.0792,-98.8164
3853,35-44,USA,College Degree,Woman,White,64000.0,2,40.0792,-98.8164
3854,45-54,USA,PhD,Prefer not to answer,White,61000.0,21,40.0792,-98.8164
3855,25-34,USA,Master's degree,Woman,White,82125.0,2,40.0792,-98.8164
3856,45-54,USA,Master's degree,Woman,White,45000.0,11,40.0792,-98.8164
3857,25-34,USA,College Degree,Woman,White,71000.0,5,40.0792,-98.8164
3858,45-54,USA,"Professional degree (MD, JD, etc.)",Woman,Middle Eastern or Northern African,163000.0,21,40.0792,-98.8164
3859,45-54,USA,College Degree,Woman,White,166000.0,8,40.0792,-98.8164
3860,35-44,USA,Master's degree,Woman,White,69000.0,5,40.0792,-98.8164
3861,55-64,USA,College Degree,Man,White,58000.0,21,40.0792,-98.8164
3862,25-34,USA,College Degree,Woman,Black or African American,78000.0,2,40.0792,-98.8164
3863,55-64,USA,Master's degree,Woman,White,156000.0,31,40.0792,-98.8164
3864,25-34,USA,Master's degree,Woman,White,99000.0,5,40.0792,-98.8164
3865,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,125000.0,2,40.0792,-98.8164
3866,25-34,USA,"Professional degree (MD, JD, etc.)",Woman,White,60000.0,2,40.0792,-98.8164
3867,25-34,USA,College Degree,Woman,White,66000.0,5,40.0792,-98.8164
3868,25-34,USA,Master's degree,Woman,Black or African American,71600.0,2,40.0792,-98.8164
3869,35-44,USA,College Degree,Woman,White,82950.0,5,40.0792,-98.8164
3870,25-34,USA,College Degree,Woman,Asian or Asian American,118000.0,2,40.0792,-98.8164
3871,25-34,USA,College Degree,Woman,White,96000.0,8,40.0792,-98.8164
3872,25-34,USA,College Degree,Woman,White,55500.0,5,40.0792,-98.8164
3873,25-34,USA,College Degree,Woman,White,42490.0,2,40.0792,-98.8164
3874,25-34,USA,College Degree,Man,White,135600.0,5,40.0792,-98.8164
3875,25-34,USA,College Degree,Man,White,65500.0,5,40.0792,-98.8164
3876,35-44,USA,PhD,Non-binary,White,105000.0,11,40.0792,-98.8164
3877,35-44,USA,Master's degree,Woman,White,65000.0,11,40.0792,-98.8164
3878,55-64,USA,PhD,Woman,White,125000.0,21,40.0792,-98.8164
3879,45-54,USA,College Degree,Woman,White,115500.0,21,40.0792,-98.8164
3880,35-44,USA,Master's degree,Woman,White,169000.0,11,40.0792,-98.8164
3881,35-44,USA,College Degree,Woman,White,175625.0,8,40.0792,-98.8164
3882,35-44,USA,"Professional degree (MD, JD, etc.)",Man,White,63400.0,8,40.0792,-98.8164
3883,45-54,USA,Master's degree,Woman,White,80000.0,11,40.0792,-98.8164
3884,35-44,USA,PhD,Woman,White,166800.0,5,40.0792,-98.8164
3885,45-54,USA,Master's degree,Woman,Black or African American,90000.0,11,40.0792,-98.8164
3886,25-34,USA,College Degree,Man,White,136400.0,8,40.0792,-98.8164
3887,25-34,USA,College Degree,Non-binary,White,53000.0,2,40.0792,-98.8164
3888,35-44,USA,Master's degree,Woman,White,90000.0,11,40.0792,-98.8164
3889,25-34,USA,College Degree,Woman,White,87500.0,2,40.0792,-98.8164
3890,45-54,USA,College Degree,Woman,White,184000.0,21,40.0792,-98.8164
3891,45-54,USA,Master's degree,Woman,White,90000.0,11,40.0792,-98.8164
3892,25-34,USA,College Degree,Woman,White,125000.0,5,40.0792,-98.8164
3893,25-34,USA,College Degree,Woman,White,73000.0,8,40.0792,-98.8164
3894,25-34,USA,College Degree,Woman,White,100000.0,8,40.0792,-98.8164
3895,25-34,USA,College Degree,Woman,White,44224.0,2,40.0792,-98.8164
3896,45-54,USA,College Degree,Woman,White,118000.0,11,40.0792,-98.8164
3897,55-64,USA,College Degree,Woman,White,135000.0,21,40.0792,-98.8164
3898,25-34,USA,College Degree,Woman,White,75000.0,2,40.0792,-98.8164
3899,35-44,USA,Master's degree,Woman,White,118000.0,11,40.0792,-98.8164
3900,35-44,USA,Master's degree,Woman,White,100000.0,21,40.0792,-98.8164
3901,55-64,USA,College Degree,Woman,White,66127.0,31,40.0792,-98.8164
3902,25-34,USA,Master's degree,Woman,White,78000.0,8,40.0792,-98.8164
3903,25-34,USA,College Degree,Woman,White,100100.0,5,40.0792,-98.8164
3904,35-44,USA,PhD,Woman,White,75000.0,5,40.0792,-98.8164
3905,35-44,USA,Master's degree,Woman,Asian or Asian American,142500.0,2,40.0792,-98.8164
3906,35-44,USA,College Degree,Man,White,35211.0,11,40.0792,-98.8164
3907,35-44,USA,Master's degree,Woman,White,154958.0,11,40.0792,-98.8164
3908,35-44,USA,College Degree,Woman,White,60000.0,8,40.0792,-98.8164
3909,25-34,USA,College Degree,Woman,White,62000.0,5,40.0792,-98.8164
3910,35-44,USA,College Degree,Woman,White,90000.0,11,40.0792,-98.8164
3911,45-54,USA,College Degree,Woman,White,36000.0,11,40.0792,-98.8164
3912,25-34,USA,College Degree,Woman,White,74000.0,2,40.0792,-98.8164
3913,45-54,USA,College Degree,Prefer not to answer,White,56000.0,21,40.0792,-98.8164
3914,25-34,USA,Master's degree,Woman,White,45600.0,5,40.0792,-98.8164
3915,25-34,USA,College Degree,Woman,White,34800.0,1,40.0792,-98.8164
3916,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,103000.0,8,40.0792,-98.8164
3917,45-54,USA,Master's degree,Woman,White,68000.0,11,40.0792,-98.8164
3918,35-44,USA,Master's degree,Woman,White,56000.0,11,40.0792,-98.8164
3919,35-44,USA,Master's degree,Woman,White,36000.0,11,40.0792,-98.8164
3920,25-34,USA,Master's degree,Woman,White,56000.0,11,40.0792,-98.8164
3921,25-34,USA,College Degree,Woman,White,182000.0,8,40.0792,-98.8164
3922,35-44,USA,PhD,Woman,White,65000.0,11,40.0792,-98.8164
3923,35-44,USA,College Degree,Woman,White,83000.0,11,40.0792,-98.8164
3924,25-34,USA,College Degree,Non-binary,White,42000.0,2,40.0792,-98.8164
3925,35-44,USA,College Degree,Woman,White,150000.0,11,40.0792,-98.8164
3926,25-34,USA,College Degree,Woman,White,55000.0,5,40.0792,-98.8164
3927,35-44,USA,College Degree,Man,White,458000.0,11,40.0792,-98.8164
3928,25-34,USA,College Degree,Woman,White,80000.0,2,40.0792,-98.8164
3929,45-54,USA,Master's degree,Woman,White,97000.0,11,40.0792,-98.8164
3930,35-44,USA,Master's degree,Woman,White,50000.0,11,40.0792,-98.8164
3931,25-34,USA,"Professional degree (MD, JD, etc.)",Man,White,148000.0,5,40.0792,-98.8164
3932,35-44,USA,Master's degree,Woman,White,61000.0,11,40.0792,-98.8164
3933,35-44,USA,College Degree,Non-binary,White,56000.0,11,40.0792,-98.8164
3934,35-44,USA,College Degree,Woman,White,140000.0,21,40.0792,-98.8164
3935,35-44,USA,College Degree,Woman,White,62000.0,1,40.0792,-98.8164
3936,35-44,USA,College Degree,Woman,White,63000.0,2,40.0792,-98.8164
3937,25-34,USA,College Degree,Woman,White,80500.0,1,40.0792,-98.8164
3938,55-64,USA,Master's degree,Woman,White,72000.0,21,40.0792,-98.8164
3939,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,62000.0,1,40.0792,-98.8164
3940,25-34,USA,"Professional degree (MD, JD, etc.)",Woman,White,51333.0,2,40.0792,-98.8164
3941,45-54,USA,"Professional degree (MD, JD, etc.)",Woman,White,39520.0,11,40.0792,-98.8164
3942,35-44,USA,College Degree,Woman,White,38688.0,1,40.0792,-98.8164
3943,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,176000.0,11,40.0792,-98.8164
3944,25-34,USA,College Degree,Woman,White,52500.0,1,40.0792,-98.8164
3945,18-24,USA,College Degree,Woman,White,86000.0,2,40.0792,-98.8164
3946,25-34,USA,College Degree,Woman,Another option not listed here or prefer not to answer,176000.0,8,40.0792,-98.8164
3947,25-34,USA,Master's degree,Woman,White,35000.0,5,40.0792,-98.8164
3948,25-34,USA,Master's degree,Woman,White,100000.0,8,40.0792,-98.8164
3949,35-44,USA,College Degree,Woman,White,29998.0,1,40.0792,-98.8164
3950,35-44,USA,College Degree,Woman,White,42000.0,5,40.0792,-98.8164
3951,25-34,USA,College Degree,Woman,White,54000.0,2,40.0792,-98.8164
3952,25-34,USA,PhD,Woman,White,50000.0,8,40.0792,-98.8164
3953,55-64,USA,Master's degree,Woman,Black or African American,126000.0,11,40.0792,-98.8164
